reaction,gene,name,our_name,GLC_BATCH_mu=0.6_H,real_prot,pred_prot,kcat_Density,absolute_error,square_error,root_square_error,error
3OAR140,b1093,fabG,ECDH1ME8569_1028,5.6852260662193185e-06,5.685226066219318,1.6526954294998142,0.00018147631689722056,4.032530636719504,16.26130333608141,4.032530636719504,4.032530636719504
3OAS140_num1,b2323,fabB,ECDH1ME8569_2261,1.6730102582075844e-05,16.730102582075844,-2.2951191988594255,1.8454090107253944e-05,19.02522178093527,361.95906381377375,19.02522178093527,19.02522178093527
5DOAN,b0159,mtn,ECDH1ME8569_0153,4.935111524898892e-06,4.935111524898892,0.0020902206238107355,0.00023038508345661428,4.933021304275082,24.334699188431827,4.933021304275082,4.933021304275082
ACACT2r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,14.910822050286395,0.0004041940062354787,14.696260147867433,215.9800623337965,14.696260147867433,-14.696260147867433
ACACT3r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,-6.14160451943853,0.00041089727117752924,6.356166421857491,40.400851582348665,6.356166421857491,6.356166421857491
ACACT4r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,-23.898614454250648,0.0004017426795245125,24.11317635666961,581.4452740078502,24.11317635666961,24.11317635666961
ACACT5r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,-14.49000119038319,0.00040825738111028014,14.704563092802152,216.22417575019918,14.704563092802152,14.704563092802152
ACACT6r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,5.580368285614473,0.00040951108967536554,5.365806383195512,28.7918781419417,5.365806383195512,-5.365806383195512
ACACT7r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,0.21456190241896195,8.450372346687447,0.0004082679574036862,8.235810444268484,67.82857367392185,8.235810444268484,-8.235810444268484
ACGK,b3959,argB,ECDH1ME8569_3827,5.571251626104815e-06,5.571251626104815,723.2776677425005,3.3629652013722656e-06,717.7064161163956,515102.4997346409,717.7064161163956,-717.7064161163956
ACGS,b2818,argA,ECDH1ME8569_2725,1.1443580394640656e-06,1.1443580394640656,23.54535543278645,0.00043009113463243607,22.400997393322385,501.80468421563626,22.400997393322385,-22.400997393322385
ACODA,b3957,argE,ECDH1ME8569_3825,5.215679626866349e-06,5.215679626866349,3.8063967234991476,0.00021245033352041312,1.4092829033672012,1.986078301723088,1.4092829033672012,1.4092829033672012
ACONTb_num1,b0118,acnB,ECDH1ME8569_0112,9.722313180128597e-06,9.722313180128598,349.12884376484016,3.971476680675102e-06,339.40653058471156,115196.79300355075,339.40653058471156,-339.40653058471156
ACS,b4069,acs,ECDH1ME8569_3927,1.8088901081048712e-06,1.8088901081048712,16.301162549293608,0.0004323835294513746,14.492272441188737,210.02596050963857,14.492272441188737,-14.492272441188737
ADNK1,b0474,adk,ECDH1ME8569_0458,6.815504389127241e-06,6.815504389127241,0.02410112906236317,0.0001241349480219006,6.791403260064878,46.123158240819855,6.791403260064878,6.791403260064878
ADSK,b2750,cysC,ECDH1ME8569_2660,1.729888629938562e-06,1.7298886299385619,8.553654186466977,0.0004362072691980741,6.823765556528415,46.56377637046355,6.823765556528415,-6.823765556528415
ADSS,b4177,purA,ECDH1ME8569_4034,1.0315747924796947e-05,10.315747924796947,5.1554674861791465,6.015895253012472e-05,5.1602804386178,26.628494205181514,5.1602804386178,5.1602804386178
AGPAT160,b3018,plsC,ECDH1ME8569_2914,2.613011973515104e-07,0.2613011973515104,1.5826935165284324,0.0004131490950732434,1.321392319176922,1.7460776611797642,1.321392319176922,-1.321392319176922
AGPAT161,b3018,plsC,ECDH1ME8569_2914,2.613011973515104e-07,0.2613011973515104,9.788889950357287,0.0004101491142607663,9.527588753005777,90.77494744640217,9.527588753005777,-9.527588753005777
AHCYSNS,b0159,mtn,ECDH1ME8569_0153,4.935111524898892e-06,4.935111524898892,0.011086880410142755,0.00023038943923656255,4.92402464448875,24.246018699532556,4.92402464448875,4.92402464448875
AICART,b4006,purH,ECDH1ME8569_3866,6.116183714588418e-06,6.116183714588417,26.025579514902578,0.00016058615329396267,19.90939580031416,396.38404113356717,19.90939580031416,-19.90939580031416
AIRC2,b0522,purK,ECDH1ME8569_0507,9.070035925458143e-07,0.9070035925458143,18.364036430541788,0.00043005610770518505,17.457032837995975,304.7479955068698,17.457032837995975,-17.457032837995975
AMAOTr,b0774,bioA,ECDH1ME8569_0727,5.978299808573923e-07,0.5978299808573923,0.00010951870397376924,0.00042816576272778213,0.5977204621534185,0.35726975087689616,0.5977204621534185,0.5977204621534185
ANPRT,b1263,trpD,ECDH1ME8569_1203,2.8658452114775736e-06,2.8658452114775734,1.9060281125493268,0.0003850257518859523,0.9598170989282466,0.9212488633950355,0.9598170989282466,0.9598170989282466
AOXSr2,b0776,bioF,ECDH1ME8569_0729,1.4365728715841214e-07,0.14365728715841214,6.872806300456054e-05,0.0004069658613924237,0.14358855909540758,0.020617674303095353,0.14358855909540758,0.14358855909540758
APRAUR,b0414,ribD,ECDH1ME8569_0399,4.165626823733886e-07,0.4165626823733886,0.010169264405477359,0.00042088886528300027,0.40639341796791123,0.16515561016764138,0.40639341796791123,0.40639341796791123
ARGSS,b3172,argG,ECDH1ME8569_3062,1.1015395182054114e-05,11.015395182054114,11.855612919312925,5.644463291747277e-05,0.8402177372588113,0.7059658460043169,0.8402177372588113,-0.8402177372588113
ASNS2,b3744,asnA,ECDH1ME8569_3632,1.3177986920249617e-06,1.3177986920249616,24.911026845113195,0.0004303958367793853,23.593228153088234,556.6404146836752,23.593228153088234,-23.593228153088234
ASPK_num1,b0002,thrA,ECDH1ME8569_0002,1.1672606753288096e-05,11.672606753288097,54.0326725975025,4.993172000079825e-05,42.360065844214404,1794.3751783261798,42.360065844214404,-42.360065844214404
ASPO6,b2574,nadB,ECDH1ME8569_2501,2.1588781713485128e-07,0.21588781713485128,-0.14190568786679533,0.0004110035893019023,0.35779350500164664,0.12801619222136335,0.35779350500164664,0.35779350500164664
ATPPRT,b2019,hisG,ECDH1ME8569_1955,3.647102411509863e-06,3.6471024115098634,-7.639632111174949,0.0003233164629422494,11.286734522684812,127.39037618556515,11.286734522684812,11.286734522684812
BMOCOS,b0827,moeA,ECDH1ME8569_0780,1.2728767258595469e-06,1.2728767258595468,0.005349499114619202,0.00044047738175244296,1.2675272267449276,1.606625270539687,1.2675272267449276,1.2675272267449276
BMOGDS1_num1,b3857,mobA,ECDH1ME8569_3729,3.5956893146688003e-07,0.35956893146688,-0.004541993531899309,0.0004182705730730615,0.36411092499877934,0.13257676570346671,0.36411092499877934,0.36411092499877934
BMOGDS2_num1,b3857,mobA,ECDH1ME8569_3729,3.5956893146688003e-07,0.35956893146688,0.007088873151765529,0.0004182694872428087,0.3524800583151145,0.1242421915098265,0.3524800583151145,0.3524800583151145
BPNT,b4214,cysQ,ECDH1ME8569_4071,1.9061972641819487e-06,1.9061972641819487,10.56933334705498,0.0004317418570537625,8.663136082873033,75.04992679037672,8.663136082873033,-8.663136082873033
BTS5,b0775,bioB,ECDH1ME8569_0728,6.904205995472418e-07,0.6904205995472418,6.872508585049935e-05,0.00043124812457449597,0.6903518744613912,0.4765857105723565,0.6903518744613912,0.6903518744613912
CDPMEK,b1208,ispE,ECDH1ME8569_1147,2.6749018149766234e-07,0.26749018149766235,-0.1319285473432275,0.0004137273344936329,0.39941872884088986,0.1595353209488723,0.39941872884088986,0.39941872884088986
CS,b0720,gltA,ECDH1ME8569_0679,1.2312363871569814e-05,12.312363871569815,95.30920589555464,3.7758414811470526e-05,82.99684202398483,6888.475785954293,82.99684202398483,-82.99684202398483
CTPS2,b2780,pyrG,ECDH1ME8569_2690,3.4733219241236484e-06,3.473321924123648,50.01018864508541,0.0003241354022929207,46.53686672096176,2165.6799642045585,46.53686672096176,-46.53686672096176
CYSS_num1,b2414,cysK,ECDH1ME8569_2348,9.358030673021773e-06,9.358030673021773,46.49784307492596,6.511319560079424e-05,37.13981240190419,1379.365665248636,37.13981240190419,-37.13981240190419
DALAt2pp,b4208,cycA,ECDH1ME8569_4065,5.910857392659474e-07,0.5910857392659473,0.41619424481324946,0.00042790737875448946,0.17489149445269786,0.030587034831898046,0.17489149445269786,0.17489149445269786
DAPDC,b2838,lysA,ECDH1ME8569_2745,2.190401187067305e-06,2.190401187067305,13.197041709933284,0.00042175500318322306,11.006640522865979,121.14613559959547,11.006640522865979,-11.006640522865979
DBTS,b0778,bioD,ECDH1ME8569_0731,2.209843896863731e-06,2.209843896863731,0.0001573328073937872,0.0004197851064708191,2.2096865640563372,4.882714711371102,2.2096865640563372,2.2096865640563372
DDPA_num1,b2601,aroF,ECDH1ME8569_2522,3.1102376281882683e-06,3.110237628188268,19.66052470598364,0.0003704309388996746,16.55028707779537,273.91200235744043,16.55028707779537,-16.55028707779537
DHDPRy,b0031,dapB,ECDH1ME8569_0028,9.421888277258007e-07,0.9421888277258007,15.628516797706517,0.00043282411797888236,14.686327969980717,215.68822924183792,14.686327969980717,-14.686327969980717
DHDPS,b2478,dapA,ECDH1ME8569_2404,5.166700084031225e-06,5.166700084031225,70.22654198259465,0.0001935878138163059,65.05984189856343,4232.78302786607,65.05984189856343,-65.05984189856343
DHFS,b2315,folC,ECDH1ME8569_2253,6.390658917833849e-07,0.6390658917833849,0.02630716316597397,0.00042959170882301016,0.612758728617411,0.3754732594968259,0.612758728617411,0.612758728617411
DHORD5,b0945,pyrD,ECDH1ME8569_0896,2.306952442925174e-06,2.306952442925174,4.89694063749973e-15,0.00041543516837617967,2.3069524429251693,5.322029573918407,2.3069524429251693,2.3069524429251693
DHPPDA2,b0414,ribD,ECDH1ME8569_0399,4.165626823733886e-07,0.4165626823733886,0.010288700369643487,0.0004208888558800115,0.40627398200374515,0.16505854845317944,0.40627398200374515,0.40627398200374515
DHPS2,b3177,folP,ECDH1ME8569_3066,4.3278871527791934e-07,0.43278871527791934,0.015433050554462754,0.0004216056475750719,0.4173556647234566,0.1741857508767583,0.4173556647234566,0.4173556647234566
DMATT,b0421,ispA,ECDH1ME8569_0406,4.420965986014022e-07,0.4420965986014022,0.0116701014715667,0.0004220115605979809,0.4304264971298355,0.1852669694314603,0.4304264971298355,0.4304264971298355
DPCOAK,b0103,coaE,ECDH1ME8569_0099,9.850495040293368e-08,0.09850495040293368,0.02542009786269287,0.00040433133068160234,0.0730848525402408,0.005341395670828742,0.0730848525402408,0.0730848525402408
DPR_num1,b0425,panE,ECDH1ME8569_0410,6.438012244584245e-08,0.06438012244584246,0.024179778588594294,0.00040228441815081274,0.04020034385724816,0.0016160676462409899,0.04020034385724816,0.04020034385724816
DXPRIi,b0173,dxr,ECDH1ME8569_0166,1.3191635503537786e-07,0.13191635503537785,0.10543162116998679,0.0004062743023954284,0.02648473386539106,0.0007014411279205921,0.02648473386539106,0.02648473386539106
DXPS,b0420,dxs,ECDH1ME8569_0405,6.244172328278268e-07,0.6244172328278268,0.0508804498255248,0.00042909412676282916,0.573536783002302,0.3289444414566297,0.573536783002302,0.573536783002302
E4PD_num1,b2927,epd,ECDH1ME8569_2828,2.914228003421485e-07,0.2914228003421485,0.006008247108539057,0.0004149344849651811,0.2854145532336095,0.0814614671975409,0.2854145532336095,0.2854145532336095
EGMEACPR,b1288,fabI,ECDH1ME8569_1230,9.428196191617013e-06,9.428196191617014,-0.00012408136844009555,6.63407897987682e-05,9.428320272985454,88.8932231699885,9.428320272985454,9.428320272985454
EPMEACPR,b1288,fabI,ECDH1ME8569_1230,9.428196191617013e-06,9.428196191617014,-0.00010424858809520924,6.634079194110372e-05,9.428300440205108,88.89284919077184,9.428300440205108,9.428300440205108
FACOAE120,b0452,tesB,ECDH1ME8569_0437,6.159732917756557e-07,0.6159732917756557,2.991531622886476,0.000428528283721844,2.3755583311108204,5.643277384510026,2.3755583311108204,-2.3755583311108204
FACOAE160,b0452,tesB,ECDH1ME8569_0437,6.159732917756557e-07,0.6159732917756557,-9.854866054982613,0.00042685198322821213,10.47083934675827,109.63847662562115,10.47083934675827,10.47083934675827
FACOAE161,b0452,tesB,ECDH1ME8569_0437,6.159732917756557e-07,0.6159732917756557,2.5669156800768453,0.00042859205627247804,1.9509423883011896,3.8061762024703496,1.9509423883011896,-1.9509423883011896
FCLT,b0475,hemH,ECDH1ME8569_0459,6.438165678380548e-08,0.06438165678380549,0.007926922678723688,0.00040228724812148124,0.0564547341050818,0.003187137002875486,0.0564547341050818,0.0564547341050818
FMNAT,b0025,ribF,ECDH1ME8569_0022,6.134534430843466e-07,0.6134534430843466,0.0065296474354920205,0.0004287161515172233,0.6069237956488546,0.3683564937248126,0.6069237956488546,0.6069237956488546
G1PACT,b3730,glmU,ECDH1ME8569_3618,1.2564927020864003e-06,1.2564927020864003,25.383049631109213,0.00042952422376846505,24.12655692902281,582.0907492493786,24.12655692902281,-24.12655692902281
G5SD,b0243,proA,ECDH1ME8569_0231,2.0286008041562178e-06,2.0286008041562176,4.257078431744626,0.0004279603116569373,2.228477627588408,4.96611253666206,2.228477627588408,-2.228477627588408
G6PDH2r,b1852,zwf,ECDH1ME8569_1798,2.975173728874062e-06,2.9751737288740623,283.0584724986568,1.7849063149352312e-05,280.08329876978274,78446.65424976338,280.08329876978274,-280.08329876978274
GAPD,b1779,gapA,ECDH1ME8569_1723,4.076985676604439e-05,40.76985676604439,697.6765646671769,3.3641275739379273e-06,656.9067079011324,431526.42288550374,656.9067079011324,-656.9067079011324
GARFT,b2500,purN,ECDH1ME8569_2426,7.640153997198038e-07,0.7640153997198038,18.776299613307348,0.00042570174709175566,18.012284213587545,324.4423825910551,18.012284213587545,-18.012284213587545
GART,b1849,purT,ECDH1ME8569_1795,2.7978462795299677e-06,2.797846279529968,0.12723436082379277,0.0003885320351583327,2.670611918706175,7.132168020335478,2.670611918706175,2.670611918706175
GCALDD,b1415,aldA,ECDH1ME8569_1358,4.890240115602106e-06,4.890240115602106,0.028812187639834737,0.00023361699184190244,4.861427927962271,23.633481498771545,4.861427927962271,4.861427927962271
GF6PTA,b3729,glmS,ECDH1ME8569_3617,5.8167839630325035e-06,5.816783963032504,6.857905112620832,0.00017536820566903388,1.0411211495883288,1.0839332481201234,1.0411211495883288,-1.0411211495883288
GHMT2r,b2551,glyA,ECDH1ME8569_2478,2.2950564120388113e-05,22.950564120388112,68.26423971683079,6.175448284396534e-06,45.31367559644268,2053.329196059645,45.31367559644268,-45.31367559644268
GLNS_num1,b3870,glnA,ECDH1ME8569_3741,2.042380162432324e-05,20.42380162432324,66.53144833783948,9.769166802791607e-06,46.10764671351624,2125.915085458425,46.10764671351624,-46.10764671351624
GLU5K,b0242,proB,ECDH1ME8569_0230,1.4876682273218065e-06,1.4876682273218065,6.611290847500859,0.00043985284342028193,5.123622620179052,26.251508754010455,5.123622620179052,-5.123622620179052
GLUPRT,b2312,purF,ECDH1ME8569_2250,2.171204281312229e-06,2.171204281312229,7.4680863129110495,0.0004229756653318413,5.2968820315988205,28.05695925667445,5.2968820315988205,-5.2968820315988205
GLUTRS,b2400,gltX,ECDH1ME8569_2336,4.362130365738859e-06,4.362130365738859,0.1961284701250248,0.00027314411360246816,4.166001895613834,17.35557179425806,4.166001895613834,4.166001895613834
GMPS2,b2507,guaA,ECDH1ME8569_2434,6.940845852180162e-06,6.9408458521801615,5.077894465764901,0.00012044614979094456,1.8629513864152605,3.470587868146541,1.8629513864152605,1.8629513864152605
GND,b2029,gnd,ECDH1ME8569_1965,1.29208059883338e-05,12.9208059883338,66.48452823721144,4.078468269441742e-05,53.56372224887764,2869.0723411549093,53.56372224887764,-53.56372224887764
GRTT,b0421,ispA,ECDH1ME8569_0406,4.420965986014022e-07,0.4420965986014022,0.007914277234327815,0.0004220118307209746,0.4341823213670744,0.18851428818770147,0.4341823213670744,0.4341823213670744
HACD1_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,12.966144503607696,0.0004188980631728014,12.490418969674556,156.010566038006,12.490418969674556,-12.490418969674556
HACD2_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,4.417221158044946,0.0004227309012070266,3.9414956241118055,15.535387754892511,3.9414956241118055,-3.9414956241118055
HACD3_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,-29.94348042549347,0.000405660515846181,30.41920595942661,925.3280912020153,30.41920595942661,30.41920595942661
HACD5_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,9.436709968885353,0.00042086970653861276,8.960984434952213,80.29924204345583,8.960984434952213,-8.960984434952213
